id,description,start_date,end_date,created_by,updated_by,vendor_id,dealer_site_id
658,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,04/04/2022,27/08/2021,37,264,117,562
659,Aenean lectus. Pellentesque eget nunc.,21/07/2021,17/09/2021,295,230,86,614
660,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",28/11/2021,18/08/2021,883,123,952,430
661,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",18/09/2021,15/08/2021,193,384,715,99
662,Integer ac leo. Pellentesque ultrices mattis odio.,15/04/2022,18/11/2021,795,611,655,517
663,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,07/04/2022,14/06/2021,168,267,620,373
664,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",06/10/2021,24/02/2022,191,701,629,999
665,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,30/12/2021,21/06/2021,524,38,837,991
666,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,27/04/2022,19/01/2022,469,138,250,743
667,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",19/08/2021,14/09/2021,995,256,662,589
668,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,28/05/2022,23/08/2021,779,668,296,193
669,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,03/09/2021,19/12/2021,186,16,212,347
670,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",03/02/2022,19/01/2022,972,164,23,22
671,Nulla tellus. In sagittis dui vel nisl.,16/01/2022,26/05/2022,990,463,611,46
672,Nulla nisl. Nunc nisl.,14/08/2021,14/12/2021,504,614,957,782
673,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",05/01/2022,27/07/2021,362,542,399,402
674,Integer ac neque.,01/03/2022,29/07/2021,237,527,131,929
675,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",20/01/2022,01/12/2021,64,595,264,60
676,Etiam faucibus cursus urna. Ut tellus.,19/01/2022,02/08/2021,616,37,506,292
677,Nunc purus.,02/01/2022,27/04/2022,464,935,617,555
678,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",04/01/2022,30/11/2021,963,638,376,89
679,Ut at dolor quis odio consequat varius. Integer ac leo.,20/02/2022,08/04/2022,258,496,934,888
680,Aenean auctor gravida sem.,27/03/2022,25/11/2021,970,721,797,57
681,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",12/09/2021,02/04/2022,63,789,242,761
682,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",11/10/2021,17/08/2021,337,844,236,495
683,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",21/06/2021,21/02/2022,585,657,389,632
684,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",25/09/2021,22/12/2021,10,781,28,208
685,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",09/11/2021,02/04/2022,849,916,828,109
686,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",19/06/2021,25/09/2021,226,190,123,628
687,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,06/10/2021,02/10/2021,666,207,377,524
688,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",11/03/2022,27/07/2021,283,188,941,332
689,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",27/11/2021,18/12/2021,28,386,518,112
690,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",25/07/2021,24/03/2022,633,134,19,795
691,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",21/11/2021,08/01/2022,334,931,300,117
692,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,09/02/2022,01/02/2022,225,72,969,367
693,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,22/02/2022,05/11/2021,318,292,987,280
694,Ut tellus.,28/06/2021,17/07/2021,544,296,859,847
695,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",24/05/2022,09/11/2021,66,333,450,219
696,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",06/05/2022,03/04/2022,140,397,155,334
697,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",17/10/2021,20/02/2022,602,632,524,432
698,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",08/01/2022,16/10/2021,620,86,112,501
699,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",02/07/2021,12/10/2021,836,827,671,198
700,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",25/05/2022,03/06/2022,370,117,731,26
701,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",24/06/2021,22/08/2021,276,25,273,818
702,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,30/03/2022,09/09/2021,389,283,63,496
703,In congue. Etiam justo.,03/07/2021,19/06/2021,366,624,596,144
704,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",22/03/2022,14/03/2022,668,796,68,103
705,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",31/07/2021,08/12/2021,775,376,82,352
706,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,14/10/2021,01/04/2022,739,524,734,609
707,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",17/06/2021,30/10/2021,308,303,153,507
708,Nunc purus. Phasellus in felis.,22/02/2022,17/12/2021,691,830,202,624
709,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",04/01/2022,15/04/2022,862,950,642,903
710,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",21/06/2021,12/10/2021,511,817,966,168
711,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",26/10/2021,05/12/2021,383,41,883,902
712,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",31/03/2022,08/02/2022,677,908,981,691
713,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",04/09/2021,09/01/2022,95,293,434,959
714,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",26/09/2021,10/10/2021,555,982,314,470
715,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",28/05/2022,06/09/2021,227,252,777,449
716,Integer ac neque.,17/04/2022,18/04/2022,604,513,454,548
717,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",19/06/2021,06/06/2022,483,778,231,505
718,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",29/07/2021,29/11/2021,275,959,756,569
719,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",17/12/2021,04/10/2021,43,934,757,926
720,Vivamus vestibulum sagittis sapien.,11/01/2022,27/05/2022,877,156,851,469
721,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",14/01/2022,08/02/2022,534,161,374,346
722,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,14/01/2022,26/08/2021,808,349,600,921
723,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.",11/11/2021,26/09/2021,290,423,689,344
724,Donec semper sapien a libero. Nam dui.,09/01/2022,19/07/2021,577,965,444,80
725,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",21/05/2022,21/01/2022,746,968,74,780
726,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",25/01/2022,17/08/2021,720,642,753,30
727,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",29/04/2022,13/08/2021,791,403,56,613
728,Duis bibendum.,27/04/2022,16/12/2021,829,116,668,941
729,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,13/03/2022,07/04/2022,433,489,553,210
730,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",27/05/2022,22/10/2021,983,113,46,70
731,Suspendisse ornare consequat lectus.,17/08/2021,18/06/2021,693,30,198,378
732,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",09/10/2021,26/10/2021,394,564,197,874
733,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",24/09/2021,30/01/2022,271,818,105,787
734,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",22/07/2021,15/10/2021,749,522,511,720
735,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",01/03/2022,25/08/2021,643,406,795,664
736,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",13/09/2021,05/04/2022,647,602,852,731
737,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",11/03/2022,18/10/2021,956,341,69,932
738,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",06/10/2021,14/09/2021,866,594,402,360
739,Nam tristique tortor eu pede.,07/03/2022,11/04/2022,667,450,476,872
740,Etiam justo. Etiam pretium iaculis justo.,22/08/2021,16/06/2021,259,825,88,644
741,Nunc nisl.,15/12/2021,20/12/2021,740,70,190,440
742,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,29/08/2021,08/09/2021,888,470,785,486
743,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,12/06/2021,26/02/2022,138,452,622,161
744,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",08/03/2022,27/05/2022,141,379,150,945
745,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,25/08/2021,02/06/2022,377,241,982,916
746,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,19/07/2021,28/01/2022,927,890,783,59
747,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,16/06/2021,14/12/2021,792,860,907,577
748,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",05/12/2021,27/09/2021,821,847,331,450
749,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,22/03/2022,10/10/2021,874,92,322,621
750,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",27/08/2021,22/03/2022,533,580,245,751
751,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",01/03/2022,16/09/2021,477,356,988,305
752,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",21/04/2022,25/10/2021,291,481,732,148
753,Pellentesque at nulla.,15/05/2022,20/07/2021,748,723,298,74
754,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,27/05/2022,14/01/2022,80,302,130,809
755,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,19/10/2021,18/04/2022,266,536,741,601
756,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",03/08/2021,11/11/2021,882,11,40,244
757,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",03/04/2022,19/08/2021,745,462,895,122
758,Nullam varius. Nulla facilisi.,20/01/2022,04/07/2021,839,567,469,431
759,Fusce posuere felis sed lacus.,16/04/2022,21/11/2021,930,454,4,400
760,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,19/03/2022,10/02/2022,354,85,657,214
761,Suspendisse accumsan tortor quis turpis.,13/03/2022,27/02/2022,937,492,924,224
762,Morbi porttitor lorem id ligula.,22/06/2021,30/05/2022,899,150,162,260
763,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,10/02/2022,22/01/2022,665,531,576,647
764,Pellentesque ultrices mattis odio. Donec vitae nisi.,04/06/2022,24/07/2021,59,572,588,333
765,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",05/06/2022,31/08/2021,363,4,896,137
766,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",01/03/2022,05/06/2022,322,811,54,846
767,Etiam justo.,07/07/2021,08/02/2022,822,118,61,698
768,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",21/02/2022,25/06/2021,13,125,870,459
769,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,18/12/2021,26/05/2022,162,913,586,763
770,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",25/11/2021,01/10/2021,596,615,136,684
771,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",22/10/2021,16/01/2022,564,286,400,55
772,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,29/08/2021,16/01/2022,503,535,764,829
773,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",07/05/2022,01/05/2022,608,455,76,623
774,Mauris lacinia sapien quis libero.,10/08/2021,15/01/2022,827,233,149,740
775,Morbi non quam nec dui luctus rutrum.,12/03/2022,11/01/2022,475,881,32,264
776,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",03/09/2021,05/06/2022,209,404,652,460
777,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",21/10/2021,12/03/2022,682,762,52,192
778,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",29/08/2021,26/08/2021,872,79,942,451
779,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,25/04/2022,25/10/2021,713,382,562,976
780,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",24/05/2022,29/01/2022,485,939,895,454
781,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,29/04/2022,18/10/2021,613,819,351,896
782,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,24/09/2021,03/06/2022,569,337,35,791
783,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,15/02/2022,04/10/2021,106,619,633,257
784,Phasellus sit amet erat.,19/04/2022,20/06/2021,786,763,611,296
785,Suspendisse accumsan tortor quis turpis.,09/12/2021,09/05/2022,368,800,910,164
786,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",10/07/2021,22/08/2021,442,725,434,84
787,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",10/04/2022,18/07/2021,170,773,199,282
788,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",21/01/2022,14/02/2022,285,325,20,574
789,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",21/06/2021,26/08/2021,657,869,961,732
790,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",25/10/2021,17/06/2021,38,5,556,747
791,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",31/10/2021,25/05/2022,563,59,441,913
792,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",25/10/2021,28/04/2022,700,187,235,309
793,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",04/06/2022,11/05/2022,233,120,110,127
794,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",20/07/2021,27/03/2022,568,776,848,356
795,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",20/07/2021,10/05/2022,753,914,283,373
796,Mauris sit amet eros.,16/01/2022,07/01/2022,906,408,649,37
797,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",10/07/2021,24/05/2022,247,588,737,57
798,Nulla justo.,26/03/2022,24/06/2021,718,152,280,621
799,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",03/12/2021,21/07/2021,196,60,962,999
800,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",05/10/2021,25/01/2022,60,504,475,538
801,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",08/04/2022,06/08/2021,968,956,381,791
802,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",22/11/2021,16/12/2021,628,822,856,739
803,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,28/10/2021,05/10/2021,846,273,122,604
804,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,28/08/2021,12/09/2021,436,325,519,629
805,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",04/04/2022,18/03/2022,821,166,133,42
806,Aenean fermentum.,15/05/2022,15/04/2022,388,450,367,985
807,Aliquam quis turpis eget elit sodales scelerisque.,25/12/2021,18/10/2021,764,241,420,834
808,Nulla tellus. In sagittis dui vel nisl.,27/08/2021,23/08/2021,499,154,330,100
809,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",12/05/2022,21/04/2022,164,841,648,892
810,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",06/07/2021,21/07/2021,944,687,867,475
811,Suspendisse potenti.,25/02/2022,31/01/2022,899,41,163,11
812,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",28/12/2021,30/11/2021,889,380,40,572
813,Vivamus in felis eu sapien cursus vestibulum.,01/07/2021,28/08/2021,153,512,996,277
814,Donec semper sapien a libero. Nam dui.,13/05/2022,11/12/2021,135,862,595,384
815,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",13/06/2021,18/10/2021,344,696,489,390
816,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",23/11/2021,05/06/2022,554,8,824,832
817,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",12/07/2021,09/12/2021,950,285,432,394
818,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",16/06/2021,26/01/2022,177,689,36,939
819,Nunc purus. Phasellus in felis.,26/07/2021,17/10/2021,196,642,865,542
820,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,15/03/2022,23/05/2022,238,449,887,637
821,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",27/12/2021,01/03/2022,198,74,401,666
